id,page,category,jp,kana,pos,km,example_jp,example_km
d20_24,20,vocab,運動,うんどう,,ការហាត់ប្រាណ / ការធ្វើលំហាត់ប្រាណ,,
d20_25,20,vocab,気分,きぶん,,អារម្មណ៍,,
d20_26,20,vocab,転換,てんかん,,ការផ្លាស់ប្តូរ (ការប្តូរអារម្មណ៍),,
d20_27,20,vocab,趣味,しゅみ,,ចំណូលចិត្ត / ការកម្សាន្ត,,
d20_28,20,vocab,気持,きも,,អារម្មណ៍ / ទឹកចិត្ត,,
d20_29,20,vocab,休養,きゅうよう,,ការសម្រាកលំហែកាយ,,
d20_30,20,vocab,軽,かる,,ស្រាល / តិចតួច,,
d20_31,20,vocab,体,からだ,,រាងកាយ,,
d20_32,20,grammar,〜がちです,,វេយ្យាករណ៍,ងាយនឹង... / ជាញឹកញាប់តែងតែ... (បង្ហាញពីនិន្នាការដែលមិនសូវល្អ ដូចជា 不規則になりがちです = ងាយនឹងក្លាយជាមិនទៀងទាត់),,
d20_33,20,grammar,〜においては,,វេយ្យាករណ៍,"នៅក្នុង... / ចំពោះ... (ទម្រង់ផ្លូវការនៃ ""ក្នុង"")",,
d20_34,20,grammar,〜ことを心がけましょう,,វេយ្យាករណ៍,សូមព្យាយាម... / សូមយកចិត្តទុកដាក់... (ទម្រង់ណែនាំ),,
d20_35,20,grammar,〜くらいの,,វេយ្យាករណ៍,ក្នុងកម្រិត... / ស្មើនឹង... (បង្ហាញពីកម្រិត/បរិមាណ),,
d20_36,20,grammar,〜させましょう,,វេយ្យាករណ៍,សូមឱ្យ... (ទម្រង់ធ្វើឱ្យនរណាម្នាក់ធ្វើអ្វីមួយ ឬទុកឱ្យអ្វីមួយកើតឡើង ដូចជា リフレッシュさせましょう = សូមធ្វើឱ្យស្រស់ស្រាយឡើងវិញ),,
d21_01,21,vocab,飲酒運転,いんしゅうんてん,,ការបើកបរក្រោមឥទ្ធិពលគ្រឿងស្រវឹង,,
d21_02,21,vocab,犯罪,はんざい,,បទឧក្រិដ្ឋ / បទល្មើស,,
d21_03,21,vocab,重大事故,じゅうだいじこ,,គ្រោះថ្នាក់ធ្ងន់ធ្ងរ,,
d21_04,21,vocab,悪質,あくしつ,,មានលក្ខណៈអាក្រក់ / ផ្ដេសផ្ដាស,,
d21_05,21,vocab,危険,きけん,,គ្រោះថ្នាក់,,
d21_06,21,vocab,行為,こうい,,អំពើ,,
d21_07,21,vocab,罰則,ばっそく,,ការដាក់ទណ្ឌកម្ម / បទបញ្ញត្តិនៃការផាកពិន័យ,,
d21_08,21,vocab,重い,おもい,,ធ្ងន់ (ក្នុងអត្ថបទគឺការដាក់ទណ្ឌកម្មធ្ងន់),,
d21_09,21,vocab,事故,じこ,,គ្រោះថ្នាក់ / ឧបទ្ទវហេតុ,,
d21_10,21,vocab,場合,ばあい,,ករណី,,
d21_11,21,vocab,懲役,ちょうえき,,ការជាប់ពន្ធនាគារដោយមានកាតព្វកិច្ចធ្វើការ,,
d21_12,21,vocab,罰金,ばっきん,,ការផាកពិន័យជាប្រាក់,,
d21_13,21,vocab,運転免許,うんてんめんきょ,,ប័ណ្ណបើកបរ,,
d21_14,21,vocab,取消し,とりけし,,ការដកហូត / ការលុបចោល,,
d21_15,21,vocab,停止,ていし,,ការផ្អាក / ការព្យួរ (ប័ណ្ណបើកបរ),,
d21_16,21,vocab,処分,しょぶん,,ការដាក់ទណ្ឌកម្ម / វិធានការដាក់ទោស,,
d21_17,21,vocab,受ける,うける,,ទទួល,,
d21_18,21,vocab,人身事故,じんしんじこ,,គ្រោះថ្នាក់ចរាចរណ៍ដែលមានមនុស្សរងគ្រោះ,,
d21_19,21,vocab,死亡,しぼう,,ការស្លាប់,,
d21_20,21,vocab,負傷,ふしょう,,ការរងរបួស,,
d21_21,21,vocab,刑務所,けいむしょ,,ពន្ធនាគារ,,
d21_22,21,vocab,入れる,いれる,,ដាក់ (ចូលក្នុងពន្ធនាគារ),,
d21_23,21,vocab,少ない,すくない,,តិច (少なくありません = មិនតិចទេ / មានច្រើន),,
d21_24,21,vocab,絶対,ぜったい,,ដាច់ខាត,,
d21_25,21,vocab,翌日,よくじつ,,ថ្ងៃបន្ទាប់,,
d21_26,21,vocab,影響,えいきょう,,ឥទ្ធិពល (របស់គ្រឿងស្រវឹង),,
d21_27,21,vocab,残る,のこる,,នៅសល់,,
d21_28,21,vocab,罰せられる,ばっせられる,,ត្រូវបានដាក់ទណ្ឌកម្ម / ត្រូវបានផាកពិន័យ,,
d21_29,21,vocab,二日酔い,ふつかよい,,ការស្រវឹងគាំង / ការស្រវឹងជោកកាលពីម្សិលមិញ,,
d21_30,21,vocab,睡眠,すいみん,,ការគេង,,
d21_31,21,vocab,数時間,すうじかん,,រយៈពេលប៉ុន្មានម៉ោង,,
d21_32,21,vocab,経過,けいか,,ការកន្លងផុតទៅ,,
d21_33,21,vocab,決して,けっして,,មិន...ជាដាច់ខាត,,
d21_34,21,vocab,少し,すこし,,បន្តិច,,
d21_35,21,grammar,〜につながる,,វេយ្យាករណ៍,នាំទៅរក... / ផ្សារភ្ជាប់ទៅនឹង... (បង្ហាញពីលទ្ធផលមិនល្អ),,
d21_36,21,grammar,〜,,វេយ្យាករណ៍,ក្នុងករណីដែលបាន...,,
d21_37,21,grammar,〜にしてはいけません,,វេយ្យាករណ៍,ដាច់ខាតមិនត្រូវ...,,
d21_38,21,grammar,〜という,,វេយ្យាករណ៍,ដែលហៅថា...,,
d21_39,21,grammar,〜から...から、〜ではない,,វេយ្យាករណ៍,ដោយសារតែ... ហើយដោយសារតែ... ទើបមិនអាចសន្និដ្ឋានថា... បានទេ (បង្ហាញពីហេតុផលដែលមិនអាចធ្វើឱ្យលទ្ធផលត្រឹមត្រូវ),,
d21_40,21,grammar,〜てはいけません,,វេយ្យាករណ៍,មិនអនុញ្ញាតឱ្យ... / មិនត្រូវ... (ទម្រង់ហាមឃាត់),,
d22_01,22,vocab,最高速度,さいこうそくど,,ល្បឿនអតិបរមា,,
d22_02,22,vocab,制限速度,せいげんそくど,,ល្បឿនកំណត់,,
d22_03,22,vocab,守る,まもる,,គោរព / រក្សា (គោរពល្បឿនកំណត់),,
d22_04,22,vocab,高速自動車国道,こうそくじどうしゃこくどう,,ផ្លូវល្បឿនលឿន (ផ្លូវហាយវេ),,
d22_05,22,vocab,トラック,とらっく,,ឡានដឹកទំនិញ,,
d22_06,22,vocab,種別,しゅべつ,,ប្រភេទ / ប្រភេទថ្នាក់,,
d22_07,22,vocab,違う,ちがう,,ខុសគ្នា / មិនដូចគ្នា,,
d22_08,22,vocab,法定速度,ほうていそくど,,ល្បឿនដែលកំណត់ដោយច្បាប់,,
d22_09,22,vocab,規制速度,きせいそくど,,ល្បឿនដែលកំណត់ដោយសញ្ញាចរាចរណ៍ (តាមតំបន់),,
d22_10,22,vocab,標識,ひょうしき,,ស្លាកសញ្ញា (ចរាចរណ៍),,
d22_11,22,vocab,標示,ひょうじ,,ការសម្គាល់ (សញ្ញាគំនូសនៅលើផ្លូវ),,
d22_12,22,vocab,指定,してい,,ការកំណត់ / ការចង្អុលបង្ហាញ,,
d22_13,22,vocab,場合,ばあい,,ករណី,,
d22_14,22,vocab,法令,ほうれい,,ច្បាប់ / បទបញ្ញត្តិ,,
d22_15,22,vocab,定められた,さだめられた,,ដែលត្រូវបានកំណត់,,
d22_16,22,vocab,一般道路,いっぱんどうろ,,ផ្លូវទូទៅ / ផ្លូវធម្មតា,,
d22_17,22,vocab,時速,じそく,,ល្បឿនក្នុងមួយម៉ោង (គីឡូម៉ែត្រក្នុងមួយម៉ោង),,
d22_18,22,vocab,種類,しゅるい,,ប្រភេទ,,
d22_19,22,vocab,異なり,ことなり,,ខុសគ្នា (ទម្រង់ផ្លូវការនៃ 違う),,
d22_20,22,vocab,区分,くぶん,,ការបែងចែក / ប្រភេទ,,
d22_21,22,vocab,中型トラック,ちゅうがたトラック,,ឡានដឹកទំនិញខ្នាតមធ្យម,,
d22_22,22,vocab,車両総重量,しゃりょうそうじゅうりょう,,ទម្ងន់សរុបនៃយានយន្ត (ទម្ងន់ឡានបូកនឹងទម្ងន់អីវ៉ាន់អតិបរមា),,
d22_23,22,vocab,荷物,にもつ,,អីវ៉ាន់ / ភស្តុភារ,,
d22_24,22,vocab,最大,さいだい,,អតិបរមា / ច្រើនបំផុត,,
d22_25,22,vocab,載せた,のせた,,ដែលបានដាក់ផ្ទុក,,
d22_26,22,vocab,重さ,おもさ,,ទម្ងន់,,
d22_27,22,vocab,最大積載量,さいだいせきさいりょう,,ទម្ងន់ផ្ទុកអតិបរមា,,
d22_28,22,vocab,注意,ちゅうい,,ការយកចិត្តទុកដាក់ / ការប្រុងប្រយ័ត្ន,,
d22_29,22,grammar,〜とは,,វេយ្យាករណ៍,... គឺជា... (ប្រើពន្យល់និយមន័យ),,
d22_30,22,grammar,〜によって,,វេយ្យាករណ៍,ដោយសារ... / ទៅតាម... / អាស្រ័យលើ...,,
d22_31,22,grammar,〜,,វេយ្យាករណ៍,មិនត្រូវបានកំណត់... (ទម្រង់អកម្មអវិជ្ជមាន),,
d22_32,22,grammar,〜といいます,,វេយ្យាករណ៍,ត្រូវបានគេហៅថា...,,
d22_33,22,grammar,〜に区分されます,,វេយ្យាករណ៍,ត្រូវបានបែងចែកជា...,,
d22_34,22,grammar,〜異なりますから注意しましょう,,វេយ្យាករណ៍,ល្បឿនខុសៗគ្នា ដូច្នេះសូមយកចិត្តទុកដាក់ (ទម្រង់ដាស់តឿន),,
d23_01,23,vocab,規制速度,きせいそくど,,ល្បឿនដែលកំណត់ដោយសញ្ញាចរាចរណ៍ (ល្បឿនកំណត់តាមតំបន់),,
d23_02,23,vocab,標識,ひょうしき,,ស្លាកសញ្ញា (ចរាចរណ៍),,
d23_03,23,vocab,標示,ひょうじ,,ការសម្គាល់ (សញ្ញាគំនូសនៅលើផ្លូវ),,
d23_04,23,vocab,指定,してい,,ការកំណត់ / ការចង្អុលបង្ហាញ,,
d23_05,23,vocab,最高速度,さいこうそくど,,ល្បឿនអតិបរមា,,
d23_06,23,vocab,一般道路,いっぱんどうろ,,ផ្លូវទូទៅ / ផ្លូវធម្មតា,,
d23_07,23,vocab,場合,ばあい,,ករណី,,
d23_08,23,vocab,時速,じそく,,ល្បឿនក្នុងមួយម៉ោង (គីឡូម៉ែត្រក្នុងមួយម៉ោង),,
d23_09,23,vocab,規制,きせい,,ការកំណត់ / ការគ្រប់គ្រង,,
d23_10,23,vocab,多,おお,,ច្រើន,,
d23_11,23,vocab,高速自動車国道,こうそくじどうしゃこくどう,,ផ្លូវល្បឿនលឿន (ផ្លូវហាយវេជាតិ),,
d23_12,23,vocab,雨,あめ,,ភ្លៀង,,
d23_13,23,vocab,雪,ゆき,,ព្រិល,,
d23_14,23,vocab,強風,きょうふう,,ខ្យល់ខ្លាំង,,
d23_15,23,vocab,注意,ちゅうい,,ការយកចិត្តទុកដាក់ / ការប្រុងប្រយ័ត្ន,,
d23_16,23,vocab,走行,そうこう,,ការបើកបរ,,
d23_17,23,vocab,自動車専用道路,じどうしゃせんようどうろ,,ផ្លូវសម្រាប់រថយន្តបើកបរតែប៉ុណ្ណោះ,,
d23_18,23,vocab,同じ,おなじ,,ដូចគ្នា,,
d23_19,23,vocab,高速道路,こうそくどうろ,,ផ្លូវល្បឿនលឿន (ឈ្មោះហៅរួមនៃផ្លូវហាយវេ),,
d23_20,23,vocab,違う,ちがう,,ខុសគ្នា / មិនដូចគ្នា,,
d23_21,23,vocab,感覚,かんかく,,អារម្មណ៍ / ការយល់ឃើញ,,
d23_22,23,vocab,違反,いはん,,ការបំពានច្បាប់ / ការល្មើស,,
d23_23,23,grammar,〜とは,,វេយ្យាករណ៍,... គឺជា... (ប្រើពន្យល់និយមន័យ),,
d23_24,23,grammar,〜により,,វេយ្យាករណ៍,ដោយសារ... / តាមរយៈ...,,
d23_25,23,grammar,〜,,វេយ្យាករណ៍,ត្រូវបានកំណត់... (ទម្រង់អកម្ម),,
d23_26,23,grammar,〜についても,,វេយ្យាករណ៍,ទាក់ទងនឹង... ផងដែរ,,
d23_27,23,grammar,〜,,វេយ្យាករណ៍,នៅពេលដែល... / នៅពេលដែលកើតមាន...,,
d23_28,23,grammar,〜,,វេយ្យាករណ៍,តោះ... / គួរតែ... (ទម្រង់បបួល ឬណែនាំឱ្យធ្វើ ដូចជា 走行しましょう = គួរតែបើកបរដោយប្រុងប្រយ័ត្ន),,
d23_29,23,grammar,〜,,វេយ្យាករណ៍,ត្រូវបានគេហៅថា...,,
d23_30,23,grammar,〜は...と同,,វេយ្យាករណ៍,...គឺដូចគ្នាជាមួយ... ហើយ... (ទម្រង់តភ្ជាប់ប្រយោគពីរដែលមានន័យស្របគ្នា),,
d23_31,23,grammar,〜のおそれがあります,,វេយ្យាករណ៍,ប្រឈមនឹងហានិភ័យ... / ខ្លាចក្រែងតែ... (ប្រើនៅពេលមានរឿងមិនល្អអាចកើតឡើង ដូចជា 速度違反になるおそれがあります = ប្រឈមនឹងហានិភ័យនៃការល្មើសល្បឿនកំណត់),,
d24_01,24,vocab,交差点,こうさてん,,ផ្លូវបំបែក,,
d24_02,24,vocab,通行,つうこう,,ការធ្វើចរាចរណ៍ / ការបើកបរបញ្ជូន,,
d24_03,24,vocab,安全,あんぜん,,សុវត្ថិភាព,,
d24_04,24,vocab,確認,かくにん,,ការពិនិត្យផ្ទៀងផ្ទាត់ / ការធានា,,
d24_05,24,vocab,合図,あいず,,ការផ្ដល់សញ្ញា (ភ្លើងស៊ីញ៉ូ),,
d24_06,24,vocab,進路変更,しんろへんこう,,ការផ្លាស់ប្តូរគន្លងផ្លូវ,,
d24_07,24,vocab,転回,てんかい,,ការបត់ត្រឡប់ក្រោយ (U-turn),,
d24_08,24,vocab,後退,こうたい,,ការបើកបរថយក្រោយ,,
d24_09,24,vocab,左折,させつ,,ការបត់ឆ្វេង,,
d24_10,24,vocab,右折,うせつ,,ការបត់ស្តាំ,,
d24_11,24,vocab,場合,ばあい,,ករណី,,
d24_12,24,vocab,地点,ちてん,,ចំណុច / ទីតាំង,,
d24_13,24,vocab,手前,てまえ,,ចម្ងាយមុននឹងដល់...,,
d24_14,24,vocab,徐行,じょこう,,ការបើកបរយឺតៗ,,
d24_15,24,vocab,自動車,じどうしゃ,,រថយន្ត,,
d24_16,24,vocab,道路,どうろ,,ផ្លូវ,,
d24_17,24,vocab,中央,ちゅうおう,,កណ្តាល,,
d24_18,24,vocab,中央線,ちゅうおうせん,,គំនូសបន្ទាត់កណ្តាលផ្លូវ,,
d24_19,24,vocab,左,ひだり,,ឆ្វេង,,
d24_20,24,vocab,部分,ぶぶん,,ផ្នែក,,
d24_21,24,vocab,他,ほか,,ផ្សេងទៀត,,
d24_22,24,vocab,車,くるま,,រថយន្ត,,
d24_23,24,vocab,横断,おうだん,,ការឆ្លងកាត់,,
d24_24,24,vocab,歩行者,ほこうしゃ,,អ្នកថ្មើរជើង,,
d24_25,24,vocab,自転車,じてんしゃ,,កង់,,
d24_26,24,vocab,注意,ちゅうい,,ការប្រុងប្រយ័ត្ន,,
d24_27,24,vocab,速度,そくど,,ល្បឿន,,
d24_28,24,vocab,方法,ほうほう,,វិធីសាស្ត្រ,,
d24_29,24,vocab,走行,そうこう,,ការបើកបរ,,
d24_30,24,vocab,必要,ひつよう,,ចាំបាច់,,
d24_31,24,vocab,事故,じこ,,គ្រោះថ្នាក់,,
d24_32,24,vocab,起,お,,ងាយនឹងកើតមាន,,
d24_33,24,vocab,停止,ていし,,ការឈប់,,
d24_34,24,vocab,進行,しんこう,,ការបន្តដំណើរទៅមុខ,,
d24_35,24,vocab,義務,ぎむ,,កាតព្វកិច្ច,,
d24_36,24,vocab,歩道,ほどう,,ផ្លូវថ្មើរជើង,,
d24_37,24,vocab,余裕,よゆう,,លទ្ធភាព / គម្លាត (ដែលគ្រប់គ្រាន់),,
d24_38,24,vocab,十分,じゅうぶん,,យ៉ាងពេញលេញ / ឱ្យបានគ្រប់គ្រាន់,,
d24_39,24,vocab,落,お,,បន្ថយ (ល្បឿន),,
d24_40,24,vocab,直進,ちょくしん,,ការបើកបរត្រង់ទៅមុខ,,
d24_41,24,vocab,優先,ゆうせん,,អាទិភាព,,
d24_42,24,vocab,自分,じぶん,,ខ្លួនឯង,,
d24_43,24,vocab,先,さき,,មុន,,
d24_44,24,vocab,入,はい,,ចូល,,
d24_45,24,grammar,〜をしようとするときは,,វេយ្យាករណ៍,នៅពេលដែលព្យាយាមធ្វើ... / នៅពេលដែលត្រៀមធ្វើ...,,
d24_46,24,grammar,〜なければなりません,,វេយ្យាករណ៍,ត្រូវតែធ្វើ... (ទម្រង់បង្ហាញពីកាតព្វកិច្ច),,
d24_47,24,grammar,〜することができます,,វេយ្យាករណ៍,អាចធ្វើ... (ចំណាំ៖ ក្នុងអត្ថបទប្រើជាទម្រង់ できます -> លទ្ធភាព),,
d24_48,24,grammar,〜する必要,,វេយ្យាករណ៍,ចាំបាច់ត្រូវតែធ្វើ...,,
d24_49,24,grammar,〜が義務,,វេយ្យាករណ៍,ត្រូវបានកំណត់ជាកាតព្វកិច្ច / តម្រូវឱ្យធ្វើ...,,
d24_50,24,grammar,〜しましょう,,វេយ្យាករណ៍,តោះ... / សូមធ្វើ... (ទម្រង់ណែនាំ),,
d24_51,24,grammar,〜よりも...のほうが優先,,វេយ្យាករណ៍,...មានអាទិភាពជាង... (ទម្រង់ប្រៀបធៀបអាទិភាព),,
d24_52,24,grammar,たとえ〜ても,,វេយ្យាករណ៍,ទោះបីជា... ក៏ដោយ (ទម្រង់បង្ហាញពីការយល់ព្រម ឬការសន្មត),,
d25_01,25,vocab,進行,しんこう,,ការបន្តដំណើរទៅមុខ,,
d25_02,25,vocab,妨げる,さまたげる,,ការរំខាន / ការរារាំង,,
d25_03,25,vocab,直進車,ちょくしんしゃ,,រថយន្តដែលបើកបរត្រង់,,
d25_04,25,vocab,左折車,させつしゃ,,រថយន្តដែលបត់ឆ្វេង,,
d25_05,25,vocab,通過,つうか,,ការបើកបរឆ្លងកាត់,,
d25_06,25,vocab,待つ,まつ,,រង់ចាំ,,
d25_07,25,vocab,安全,あんぜん,,សុវត្ថិភាព,,
d25_08,25,vocab,確認,かくにん,,ការពិនិត្យ / ការធានាឱ្យច្បាស់,,
d25_09,25,vocab,右折,うせつ,,ការបត់ស្តាំ,,
d25_10,25,vocab,信号機,しんごうき,,ភ្លើងសញ្ញាចរាចរណ៍,,
d25_11,25,vocab,交差点,こうさてん,,ផ្លូវបំបែក,,
d25_12,25,vocab,通行,つうこう,,ការបើកបរបញ្ជូន / ការធ្វើចរាចរណ៍,,
d25_13,25,vocab,注意,ちゅうい,,ការយកចិត្តទុកដាក់,,
d25_14,25,vocab,交差,こうさ,,ការកាត់ទទឹង (ផ្លូវកាត់),,
d25_15,25,vocab,道路,どうろ,,ផ្លូវ,,
d25_16,25,vocab,優先道路,ゆうせんどうろ,,ផ្លូវមានអាទិភាព,,
d25_17,25,vocab,場合,ばあい,,ករណី,,
d25_18,25,vocab,明らか,あきらか,,ច្បាស់លាស់ / ជាក់ស្តែង,,
d25_19,25,vocab,道幅,みちはば,,ទទឹងផ្លូវ,,
d25_20,25,vocab,広い,ひろい,,ទូលាយ,,
d25_21,25,vocab,徐行,じょこう,,ការបើកបរយឺតៗ,,
d25_22,25,vocab,側,がわ,,ខាង / ផ្នែក,,
d25_23,25,vocab,車,くるま,,រថយន្ត,,
d25_24,25,vocab,同じ,おなじ,,ដូចគ្នា,,
d25_25,25,vocab,左方,さほう,,ទិសខាងឆ្វេង,,
d25_26,25,vocab,優先,ゆうせん,,អាទិភាព,,
d25_27,25,vocab,接近,せっきん,,ការមកជិត / ការខិតជិត,,
d25_28,25,vocab,自車,じしゃ,,រថយន្តផ្ទាល់ខ្លួន (រថយន្តយើង),,
d25_29,25,vocab,見える,みえる,,មើលឃើញ,,
d25_30,25,grammar,〜てはいけません,,វេយ្យាករណ៍,មិនអនុញ្ញាតឱ្យ... / មិនត្រូវ... (ទម្រង់ហាមឃាត់),,
d25_31,25,grammar,〜ようにしましょう,,វេយ្យាករណ៍,សូមព្យាយាម... / គួរតែធ្វើ... ឱ្យបាន (ទម្រង់ណែនាំ),,
d25_32,25,grammar,〜点,,វេយ្យាករណ៍,សូមយកចិត្តទុកដាក់លើចំណុច...,,
d25_33,25,grammar,〜場合,,វេយ្យាករណ៍,ក្នុងករណីដែល... សូមព្យាយាមធ្វើ... (ទម្រង់ណែនាំពីរបៀបអនុវត្ត),,
d25_34,25,grammar,〜ほうが優先,,វេយ្យាករណ៍,...មានអាទិភាព (ទម្រង់បង្ហាញពីអាទិភាពក្នុងចរាចរណ៍),,
d25_35,25,grammar,〜ことがあります,,វេយ្យាករណ៍,ជួនកាលមានករណី... / អាចនឹងមានរឿង... កើតឡើង (ប្រើសម្រាប់ព្រមានពីអ្វីដែលមិននឹកស្មានដល់),,
d27_01,27,vocab,車間距離,しゃかんきょり,,គម្លាតសុវត្ថិភាពរវាងយានយន្ត,,
d27_02,27,vocab,保持,ほじ,,ការរក្សាទុក,,
d27_03,27,vocab,前車,ぜんしゃ,,រថយន្តដែលនៅពីមុខ,,
d27_04,27,vocab,急停止,きゅうていし,,ការឈប់ភ្លាមៗ / ការហ្វ្រាំងឈប់បន្ទាន់,,
d27_05,27,vocab,追突,ついとつ,,ការបុកពីក្រោយ,,
d27_06,27,vocab,事故,じこ,,គ្រោះថ្នាក់,,
d27_07,27,vocab,特徴,とくちょう,,លក្ខណៈពិសេស (ចំណុចដែលគួរឱ្យកត់សម្គាល់),,
d27_08,27,vocab,防止,ぼうし,,ការបង្ការ / ការការពារ,,
d27_09,27,vocab,十分,じゅうぶん,,គ្រប់គ្រាន់,,
d27_10,27,vocab,減速,げんそく,,ការបន្ថយល្បឿន,,
d27_11,27,vocab,対応,たいおう,,ការឆ្លើយតប / ការដោះស្រាយ,,
d27_12,27,vocab,目安,めやす,,ស្តង់ដារ / គោលការណ៍ណែនាំ (សម្រាប់ប៉ាន់ប្រមាណ),,
d27_13,27,vocab,一般道路,いっぱんどうろ,,ផ្លូវទូទៅ / ផ្លូវធម្មតា,,
d27_14,27,vocab,速度計,そくどけい,,ឧបករណ៍វាស់ល្បឿន (កុងទ័រល្បឿន),,
d27_15,27,vocab,数字,すうじ,,លេខ,,
d27_16,27,vocab,以上,いじょう,,ចាប់ពី...ឡើងទៅ,,
d27_17,27,vocab,高速道路,こうそくどうろ,,ផ្លូវល្បឿនលឿន,,
d27_18,27,vocab,置き換えた,おきかえた,,ការជំនួស / ការប្តូរឯកតា,,
d27_19,27,vocab,意識,いしき,,ការដឹងខ្លួន / ការយកចិត្តទុកដាក់,,
d27_20,27,vocab,運転席,うんてんせき,,កៅអីអ្នកបើកបរ,,
d27_21,27,vocab,路面,ろめん,,ផ្ទៃផ្លូវ,,
d27_22,27,vocab,実際,じっさい,,ការពិត,,
d27_23,27,vocab,短い,みじかい,,ខ្លី,,
d27_24,27,grammar,〜しても...追突,,វេយ្យាករណ៍,ទោះបីជា... ក៏មិនបុកពីក្រោយដែរ (ទម្រង់បង្ហាញពីលទ្ធផលសុវត្ថិភាព),,
d27_25,27,grammar,〜するためには,,វេយ្យាករណ៍,ដើម្បីឱ្យសម្រេចបាន... (ទម្រង់បង្ហាញពីគោលបំណង),,
d27_26,27,grammar,〜,,វេយ្យាករណ៍,សូមចងចាំទុកថា... (ទម្រង់ណែនាំឱ្យចងចាំ),,
d27_27,27,grammar,〜よりも...長,,វេយ្យាករណ៍,ងាយនឹងមានអារម្មណ៍ថា... ជាងការពិត (ទម្រង់បង្ហាញពីការយល់ឃើញខុសដោយសារលក្ខខណ្ឌជាក់ស្តែង),,
d27_28,27,grammar,〜ようにしましょう,,វេយ្យាករណ៍,សូមព្យាយាម... / សូមយកចិត្តទុកដាក់... (ទម្រង់ណែនាំឱ្យអនុវត្តជាទម្លាប់),,
d28_01,28,vocab,使用運転,しよううんてん,,ការប្រើប្រាស់ឧបករណ៍អេឡិចត្រូនិកពេលកំពុងបើកបរ,,
d28_02,28,vocab,禁止,きんし,,ការហាមឃាត់,,
d28_03,28,vocab,危険性,きけんせい,,ភាពគ្រោះថ្នាក់ / កម្រិតគ្រោះថ្នាក់,,
d28_04,28,vocab,走行中,そうこうちゅう,,ក្នុងកំឡុងពេលកំពុងបើកបរ / កំពុងរត់លើផ្លូវ,,
d28_05,28,vocab,操作,そうさ,,ការប្រតិបត្តិការ / ការប្រើប្រាស់ (ចុចទូរសព្ទ),,
d28_06,28,vocab,画面,がめん,,អេក្រង់,,
d28_07,28,vocab,注視,ちゅうし,,ការសម្លឹងមើលជាប់ / ការផ្តោតភ្នែកមើល,,
d28_08,28,vocab,停止,ていし,,ការឈប់,,
d28_09,28,vocab,前車,ぜんしゃ,,រថយន្តដែលនៅពីមុខ,,
d28_10,28,vocab,追突,ついとつ,,ការបុកពីក្រោយ,,
d28_11,28,vocab,事故,じこ,,គ្រោះថ្នាក់ / ឧបទ្ទវហេតុ,,
d28_12,28,vocab,違反,いはん,,ការបំពានច្បាប់ / ការល្មើស,,
d28_13,28,vocab,場合,ばあい,,ករណី,,
d28_14,28,vocab,重い,おもい,,ធ្ងន់ (ការដាក់ទោសធ្ងន់),,
d28_15,28,vocab,処罰,しょばつ,,ការដាក់ទណ្ឌកម្ម,,
d28_16,28,vocab,交通事故,こうつうじこ,,គ្រោះថ្នាក់ចរាចរណ៍,,
d28_17,28,vocab,懲役,ちょうえき,,ការជាប់ពន្ធនាគារដោយមានកាតព្វកិច្ចធ្វើការ,,
d28_18,28,vocab,罰金刑,ばっきんけい,,ទោសពិន័យជាប្រាក់,,
d28_19,28,vocab,安全,あんぜん,,សុវត្ថិភាព,,
d28_20,28,vocab,場所,ばしょ,,កន្លែង / ទីតាំង,,
d28_21,28,vocab,時,じ,,នៅពេល,,
d28_22,28,vocab,必ず,かなら,,ដាច់ខាត / ប្រាកដជា,,
d28_23,28,vocab,駐車場,ちゅうしゃじょう,,ចំណតរថយន្ត,,
d28_24,28,vocab,車,くるま,,រថយន្ត / ឡាន,,
d28_25,28,vocab,道路,どうろ,,ផ្លូវ,,
d28_26,28,vocab,左端,ひだりはし,,គែមខាងឆ្វេង,,
d28_27,28,vocab,後続車,こうぞくしゃ,,រថយន្តដែលបើកបរបន្ទាប់ពីក្រោយ,,
d28_28,28,vocab,危険,きけん,,គ្រោះថ្នាក់,,
d28_29,28,vocab,車体,しゃたい,,តួខ្លួនរថយន្ត,,
d28_30,28,vocab,妨げ,さまたげ,,ការរំខាន / ឧបសគ្គ,,
d28_31,28,vocab,渋滞,じゅうたい,,ការកកស្ទះចរាចរណ៍,,
d28_32,28,vocab,招く,まねく,,បង្កឱ្យកើតមាន / អញ្ជើញ (ក្នុងអត្ថបទគឺ បង្កឱ្យមានការកកស្ទះ),,
d28_33,28,vocab,避ける,さける,,គេចវេស / ជៀសវាង,,
d28_34,28,vocab,着信音,ちゃくしんおん,,សំឡេងរោទ៍ទូរសព្ទ,,
d28_35,28,vocab,前方,ぜんぽう,,ផ្នែកខាងមុខ,,
d28_36,28,vocab,注意,ちゅうい,,ការប្រុងប្រយ័ត្ន / ការយកចិត្តទុកដាក់,,
d28_37,28,vocab,欠ける,かける,,ខ្វះ / បាត់បង់,,
d28_38,28,vocab,電源,でんげん,,ថាមពល / ប៊ូតុងបើកបិទ,,
d28_39,28,vocab,切る,きる,,បិទ,,
d28_40,28,grammar,〜につながります,,វេយ្យាករណ៍,នាំទៅរក... / ផ្សារភ្ជាប់ទៅនឹង... (បង្ហាញពីលទ្ធផលអាក្រក់ដូចជា 事故につながります),,
